"label","new_genomes/Aameric_YS121.v1.cds.fasta","new_genomes/Abit_YS124.v1.cds.fasta","new_genomes/Cang_YS89.v1.cds.fasta","new_genomes/Ccajan.v1.cds.fasta","new_genomes/Ccin_YS129.v1.cds.fasta","new_genomes/Cens_YS85.v1.cds.fasta","new_genomes/Cmolle_YS235.v1.cds.fasta","new_genomes/Cmuc_YS125.v1.cds.fasta","new_genomes/Cros_YS43.v1.cds.fasta","new_genomes/Ctet_YS88.v1.cds.fasta","new_genomes/Duni_YS76.v1.cds.fasta","new_genomes/Eind_YS44.hap1.v1.cds.fasta","new_genomes/GmaxWm82ISU_01_724_v2.1.cds_primaryTranscriptOnly.fa","new_genomes/Gstr_YS140.v1.cds.fasta","new_genomes/HpodTM013.v1.cds.fasta","new_genomes/Isuf_YS112.v1.cds.fasta","new_genomes/Itin_YS146.v1.cds.fasta","new_genomes/Lcun_YS151.v1.cds.fasta","new_genomes/Lpur_YS149.v1.cds.fasta","new_genomes/Matro_YS75.v1.cds.fasta","new_genomes/Maxil_YS73.v1.cds.fasta","new_genomes/Mlat_YS84.v1.cds.fasta","new_genomes/Mpru_YS155.v1.cds.fasta","new_genomes/Msam_YS158.v1.cds.fasta","new_genomes/Pero_YS156.v1.cds.fasta","new_genomes/Plobssplob_YS90.hap1.v1.cds.fasta","new_genomes/Plun_YS103.v1.cds.fasta","new_genomes/Pmon_YS87.hap1.v1.cds.fasta","new_genomes/Pmonvarlob_YS172.hap1.v1.cds.fasta","new_genomes/Ptet_YS159.v1.cds.fasta","new_genomes/Rmin_YS79.v1.cds.fasta","new_genomes/Shelov_YS99.v1.cds.fasta","new_genomes/Smacrob_YS261.v1.cds.fasta","new_genomes/Tlab_YS204.v1.cds.fasta","new_genomes/Tunci_YS212.v1.cds.fasta","new_genomes/Vvexilla_YS115.hap1.v1.cds.fasta","Pvul218cds.fa","TAIR10cds.fa","Vung469cds.fa"
"Lcun_YS151.v1.contig_1294_pilon.g056570.t1","1.333","0.561","0.385","1.418","0.555","0.662","0.698","0.521","0.665","1.418","0.361","0.665","0.544","0.723","0.356","1.386","1.372","","0.575","0.542","1.554","0.539","0.376","0.471","0.471","0.552","0.575","0.435","0.542","0.471","0.361","0.712","0.411","0.521","0.400","0.526","0.515","2.675","0.536"
"Lcun_YS151.v1.contig_1294_pilon.g056660.t1","1.340","0.568","0.393","1.425","0.562","0.669","0.706","0.528","0.673","1.425","0.368","0.673","0.551","0.731","0.363","1.393","1.379","","0.583","0.549","1.561","0.547","0.383","0.478","0.478","0.559","0.583","0.443","0.549","0.478","0.368","0.720","0.418","0.528","0.407","0.533","0.522","2.682","0.543"
"Lcun_YS151.v1.contig_1294_pilon.g056580.t1","1.337","0.565","0.390","1.423","0.560","0.667","0.703","0.526","0.670","1.423","0.366","0.670","0.549","0.728","0.361","1.391","1.377","","0.580","0.547","1.559","0.544","0.381","0.476","0.476","0.557","0.580","0.440","0.547","0.476","0.366","0.717","0.416","0.526","0.405","0.530","0.520","2.679","0.541"
"Mlat_YS84.v1.contig_107_pilon.g003820.t1","1.327","0.555","0.331","1.412","0.549","0.656","0.693","0.515","0.660","1.412","0.563","0.660","0.538","0.718","0.558","1.380","1.366","0.554","0.570","0.100","1.548","","0.488","0.584","0.538","0.546","0.570","0.300","0.100","0.542","0.563","0.707","0.523","0.515","0.329","0.165","0.164","2.669","0.614"
"Mlat_YS84.v1.contig_107_pilon.g003840.t1","1.316","0.544","0.320","1.401","0.538","0.645","0.682","0.504","0.649","1.401","0.552","0.649","0.527","0.707","0.547","1.369","1.355","0.543","0.559","0.089","1.537","","0.477","0.573","0.527","0.535","0.559","0.289","0.089","0.531","0.552","0.696","0.512","0.504","0.318","0.154","0.153","2.658","0.603"
"Pmonvarlob_YS172.hap1.v1.h1tg000006l.g142560.t1","1.332","0.561","0.337","1.418","0.555","0.662","0.698","0.521","0.665","1.418","0.568","0.665","0.544","0.723","0.563","1.386","1.372","0.560","0.575","0.000","1.554","0.089","0.494","0.589","0.544","0.552","0.575","0.305","","0.547","0.568","0.712","0.529","0.521","0.334","0.171","0.170","2.674","0.619"
"Matro_YS75.v1.contig_303_pilon.g119650.t1","1.332","0.561","0.337","1.418","0.555","0.662","0.698","0.521","0.665","1.418","0.568","0.665","0.544","0.723","0.563","1.386","1.372","0.560","0.575","","1.554","0.089","0.494","0.589","0.544","0.552","0.575","0.305","0.000","0.547","0.568","0.712","0.529","0.521","0.334","0.171","0.170","2.674","0.619"
"Mlat_YS84.v1.contig_107_pilon.g003830.t1","1.337","0.565","0.341","1.422","0.559","0.666","0.702","0.525","0.669","1.422","0.572","0.669","0.548","0.727","0.567","1.390","1.376","0.564","0.579","0.122","1.558","","0.498","0.593","0.548","0.556","0.579","0.309","0.122","0.551","0.572","0.716","0.533","0.525","0.338","0.175","0.174","2.678","0.623"
"Phvul.007G087500","1.319","0.547","0.323","1.404","0.541","0.648","0.684","0.507","0.651","1.404","0.554","0.651","0.530","0.709","0.549","1.372","1.358","0.546","0.561","0.170","1.540","0.153","0.480","0.575","0.530","0.538","0.561","0.291","0.170","0.533","0.554","0.698","0.515","0.507","0.321","0.157","","2.660","0.606"
"Vvexilla_YS115.hap1.v1.h1tg000016l.g248800.t1","1.309","0.537","0.313","1.394","0.531","0.638","0.675","0.497","0.642","1.394","0.545","0.642","0.521","0.700","0.540","1.362","1.348","0.537","0.552","0.171","1.530","0.154","0.470","0.566","0.520","0.528","0.552","0.282","0.171","0.524","0.545","0.689","0.505","0.497","0.311","","0.157","2.651","0.596"
"Tunci_YS212.v1.contig_319_pilon.g250940.t1","1.237","0.465","0.241","1.322","0.459","0.566","0.603","0.425","0.570","1.322","0.473","0.570","0.448","0.628","0.468","1.290","1.276","0.464","0.480","0.334","1.458","0.318","0.398","0.494","0.448","0.456","0.480","0.154","0.334","0.452","0.473","0.617","0.433","0.425","","0.311","0.321","2.579","0.524"
"Pmon_YS87.hap1.v1.h1tg001272l.g567740.t1","1.208","0.436","0.212","1.293","0.430","0.537","0.574","0.396","0.541","1.293","0.443","0.541","0.419","0.598","0.439","1.261","1.247","0.435","0.450","0.305","1.429","0.289","0.369","0.465","0.419","0.427","0.450","","0.305","0.423","0.443","0.587","0.404","0.396","0.154","0.282","0.291","2.550","0.495"
"Cang_YS89.v1.contig_691_pilon.g452570.t1","1.158","0.386","","1.243","0.380","0.487","0.524","0.346","0.491","1.243","0.393","0.491","0.369","0.548","0.388","1.211","1.197","0.385","0.400","0.337","1.379","0.320","0.319","0.415","0.369","0.377","0.400","0.212","0.337","0.372","0.393","0.537","0.354","0.346","0.241","0.313","0.323","2.500","0.445"
"Tlab_YS204.v1.contig_168_pilon.g0260700.t1","1.289","0.517","0.266","1.374","0.511","0.618","0.655","0.477","0.622","1.374","0.564","0.622","0.500","0.680","0.553","1.342","1.328","0.534","0.532","0.551","1.510","0.539","0.483","0.560","0.500","0.508","0.532","0.423","0.555","0.504","0.564","0.669","0.510","","0.460","0.532","0.542","2.631","0.404"
"Vigun07g209100","1.353","0.581","0.330","1.438","0.575","0.682","0.719","0.541","0.686","1.438","0.628","0.686","0.564","0.744","0.617","1.406","1.392","0.599","0.596","0.615","1.574","0.603","0.547","0.624","0.564","0.572","0.596","0.487","0.619","0.568","0.628","0.733","0.574","0.404","0.524","0.596","0.606","2.695",""
"Cang_YS89.v1.contig_1721_pilon.g137590.t1","1.173","0.401","","1.258","0.395","0.502","0.539","0.361","0.506","1.258","0.448","0.506","0.384","0.564","0.437","1.226","1.212","0.419","0.416","0.435","1.394","0.423","0.367","0.444","0.384","0.392","0.416","0.307","0.439","0.388","0.448","0.553","0.394","0.266","0.344","0.416","0.426","2.515","0.330"
"Pmon_YS87.hap1.v1.h1tg000167l.g223640.t1","1.243","0.471","0.307","1.328","0.465","0.572","0.608","0.431","0.575","1.328","0.517","0.575","0.454","0.633","0.507","1.296","1.282","0.488","0.485","0.504","1.464","0.493","0.436","0.513","0.454","0.462","0.485","","0.509","0.457","0.517","0.622","0.464","0.423","0.414","0.486","0.495","2.585","0.487"
"Tlab_YS204.v1.contig_3865_pilon.g0732550.t1","1.270","0.250","0.381","1.355","0.261","0.599","0.635","0.000","0.602","1.355","0.546","0.602","0.481","0.660","0.534","1.323","1.309","0.515","0.355","0.374","1.491","0.539","0.463","0.540","0.481","0.000","0.355","0.431","0.379","0.484","0.548","0.649","0.491","","0.460","0.415","0.408","2.612","0.576"
"Plobssplob_YS90.hap1.v1.h1tg000017l.g266220.t1","1.270","0.250","0.381","1.355","0.261","0.599","0.635","0.000","0.602","1.355","0.546","0.602","0.481","0.660","0.534","1.323","1.309","0.515","0.355","0.374","1.491","0.539","0.463","0.540","0.481","","0.355","0.431","0.379","0.484","0.548","0.649","0.491","0.000","0.460","0.415","0.408","2.612","0.576"
"Cmuc_YS125.v1.contig_100_pilon.g000780.t1","1.270","0.250","0.381","1.355","0.261","0.599","0.635","","0.602","1.355","0.546","0.602","0.481","0.660","0.534","1.323","1.309","0.515","0.355","0.374","1.491","0.539","0.463","0.540","0.481","0.000","0.355","0.431","0.379","0.484","0.548","0.649","0.491","0.000","0.460","0.415","0.408","2.612","0.576"
"Tlab_YS204.v1.contig_2585_pilon.g0527850.t1","1.235","0.216","0.346","1.321","0.226","0.564","0.601","0.000","0.568","1.321","0.512","0.568","0.447","0.626","0.499","1.288","1.275","0.481","0.320","0.339","1.457","0.504","0.429","0.506","0.446","0.091","0.320","0.396","0.345","0.450","0.514","0.615","0.457","","0.425","0.380","0.373","2.577","0.541"
"Cmuc_YS125.v1.contig_1290_pilon.g095240.t1","1.235","0.216","0.346","1.321","0.226","0.564","0.601","","0.568","1.321","0.512","0.568","0.447","0.626","0.499","1.288","1.275","0.481","0.320","0.339","1.457","0.504","0.429","0.506","0.446","0.091","0.320","0.396","0.345","0.450","0.514","0.615","0.457","0.000","0.425","0.380","0.373","2.577","0.541"
"Ccin_YS129.v1.contig_503_pilon.g102790.t1","1.286","0.069","0.396","1.371","","0.615","0.651","0.226","0.618","1.371","0.562","0.618","0.497","0.676","0.550","1.339","1.325","0.531","0.370","0.389","1.507","0.555","0.479","0.556","0.497","0.261","0.370","0.446","0.395","0.500","0.564","0.665","0.507","0.177","0.476","0.431","0.423","2.627","0.592"
"Abit_YS124.v1.contig_54_pilon.g105740.t1","1.275","","0.386","1.360","0.069","0.604","0.641","0.216","0.608","1.360","0.552","0.608","0.486","0.666","0.539","1.328","1.314","0.521","0.360","0.379","1.496","0.544","0.469","0.546","0.486","0.250","0.360","0.436","0.385","0.490","0.554","0.655","0.496","0.167","0.465","0.420","0.413","2.617","0.581"
"Tlab_YS204.v1.contig_247_pilon.g0483880.t1","1.237","0.167","0.348","1.322","0.177","0.566","0.603","0.178","0.570","1.322","0.513","0.570","0.448","0.627","0.501","1.290","1.276","0.482","0.322","0.341","1.458","0.506","0.430","0.508","0.448","0.212","0.322","0.398","0.346","0.451","0.515","0.616","0.458","","0.427","0.382","0.375","2.579","0.543"
"Phvul.007G087300","1.375","0.446","0.486","1.461","0.456","0.704","0.741","0.406","0.708","1.461","0.652","0.708","0.587","0.766","0.639","1.429","1.415","0.621","0.210","0.171","1.597","0.644","0.569","0.646","0.587","0.440","0.210","0.536","0.177","0.590","0.654","0.755","0.597","0.406","0.565","0.240","","2.717","0.681"
"Phvul.007G087200","1.343","0.413","0.454","1.428","0.423","0.672","0.708","0.373","0.675","1.428","0.619","0.675","0.554","0.733","0.607","1.396","1.382","0.588","0.177","0.138","1.564","0.612","0.536","0.613","0.554","0.408","0.177","0.504","0.144","0.557","0.621","0.722","0.564","0.373","0.533","0.207","","2.685","0.649"
"Pmonvarlob_YS172.hap1.v1.h1tg000006l.g142540.t1","1.314","0.385","0.425","1.400","0.395","0.644","0.680","0.345","0.647","1.400","0.591","0.647","0.526","0.705","0.578","1.368","1.354","0.560","0.149","0.006","1.536","0.583","0.508","0.585","0.526","0.379","0.149","0.475","","0.529","0.593","0.694","0.536","0.345","0.504","0.179","0.144","2.656","0.620"
"Matro_YS75.v1.contig_303_pilon.g119680.t1","1.309","0.379","0.419","1.394","0.389","0.638","0.674","0.339","0.641","1.394","0.585","0.641","0.520","0.699","0.573","1.362","1.348","0.554","0.143","","1.530","0.578","0.502","0.579","0.520","0.374","0.143","0.470","0.006","0.523","0.587","0.688","0.530","0.339","0.499","0.173","0.138","2.650","0.615"
"Vvexilla_YS115.hap1.v1.h1tg000016l.g248780.t1","1.350","0.420","0.461","1.435","0.431","0.679","0.716","0.380","0.683","1.435","0.626","0.683","0.561","0.740","0.614","1.403","1.389","0.595","0.184","0.173","1.571","0.619","0.543","0.621","0.561","0.415","0.184","0.511","0.179","0.565","0.628","0.729","0.571","0.380","0.540","","0.207","2.692","0.656"
"Plun_YS103.v1.contig_1385_pilon.g105120.t1","1.290","0.360","0.400","1.375","0.370","0.619","0.655","0.320","0.622","1.375","0.566","0.622","0.501","0.680","0.554","1.343","1.329","0.535","0.000","0.143","1.511","0.559","0.483","0.560","0.501","0.355","","0.450","0.149","0.504","0.568","0.669","0.511","0.320","0.480","0.184","0.177","2.631","0.596"
"Lpur_YS149.v1.contig_12_pilon.g063500.t1","1.290","0.360","0.400","1.375","0.370","0.619","0.655","0.320","0.622","1.375","0.566","0.622","0.501","0.680","0.554","1.343","1.329","0.535","","0.143","1.511","0.559","0.483","0.560","0.501","0.355","0.000","0.450","0.149","0.504","0.568","0.669","0.511","0.320","0.480","0.184","0.177","2.631","0.596"
"Shelov_YS99.v1.contig_87_pilon.g254200.t1","1.410","0.638","0.545","1.495","0.632","0.739","0.775","0.622","0.742","1.495","0.686","0.742","0.621","0.800","0.674","1.463","1.449","0.635","0.677","0.199","1.631","0.211","0.590","0.680","0.621","0.629","0.677","0.442","0.199","0.624","0.688","","0.455","0.598","0.580","0.272","0.255","2.751","0.740"
"Shelov_YS99.v1.contig_87_pilon.g254210.t1","1.413","0.642","0.549","1.499","0.636","0.743","0.779","0.626","0.746","1.499","0.690","0.746","0.625","0.804","0.677","1.467","1.453","0.638","0.681","0.203","1.635","0.215","0.594","0.684","0.625","0.632","0.681","0.446","0.203","0.628","0.692","","0.459","0.602","0.584","0.276","0.259","2.755","0.744"
"Shelov_YS99.v1.contig_87_pilon.g254170.t1","1.420","0.649","0.556","1.506","0.643","0.750","0.786","0.633","0.753","1.506","0.697","0.753","0.632","0.811","0.685","1.474","1.460","0.645","0.688","0.210","1.642","0.222","0.601","0.691","0.632","0.640","0.688","0.453","0.210","0.635","0.699","","0.466","0.609","0.591","0.283","0.266","2.762","0.751"
"Shelov_YS99.v1.contig_87_pilon.g254150.t1","1.416","0.644","0.551","1.501","0.638","0.745","0.782","0.629","0.749","1.501","0.693","0.749","0.627","0.807","0.680","1.469","1.455","0.641","0.683","0.205","1.637","0.218","0.597","0.687","0.627","0.635","0.683","0.448","0.205","0.631","0.695","","0.462","0.604","0.587","0.278","0.261","2.758","0.747"
"Shelov_YS99.v1.contig_87_pilon.g254180.t1","1.402","0.631","0.537","1.487","0.624","0.731","0.768","0.615","0.735","1.487","0.679","0.735","0.613","0.793","0.666","1.455","1.441","0.627","0.669","0.191","1.623","0.204","0.583","0.673","0.613","0.621","0.669","0.434","0.191","0.617","0.681","","0.448","0.590","0.573","0.264","0.247","2.744","0.733"
"Shelov_YS99.v1.contig_87_pilon.g254140.t1","1.409","0.637","0.544","1.494","0.631","0.738","0.774","0.622","0.741","1.494","0.685","0.741","0.620","0.799","0.673","1.462","1.448","0.634","0.676","0.198","1.630","0.211","0.589","0.679","0.620","0.628","0.676","0.441","0.198","0.623","0.687","","0.455","0.597","0.579","0.271","0.254","2.751","0.739"
"Pmonvarlob_YS172.hap1.v1.h1tg000006l.g142570.t1","1.380","0.609","0.516","1.466","0.603","0.710","0.746","0.593","0.713","1.466","0.657","0.713","0.592","0.771","0.645","1.434","1.420","0.605","0.648","0.000","1.602","0.115","0.561","0.651","0.592","0.600","0.648","0.413","","0.595","0.659","0.191","0.426","0.569","0.551","0.243","0.226","2.722","0.711"
"Matro_YS75.v1.contig_303_pilon.g119640.t1","1.380","0.609","0.516","1.466","0.603","0.710","0.746","0.593","0.713","1.466","0.657","0.713","0.592","0.771","0.645","1.434","1.420","0.605","0.648","","1.602","0.115","0.561","0.651","0.592","0.600","0.648","0.413","0.000","0.595","0.659","0.191","0.426","0.569","0.551","0.243","0.226","2.722","0.711"
"Mlat_YS84.v1.contig_107_pilon.g003810.t1","1.393","0.622","0.528","1.478","0.615","0.722","0.759","0.606","0.726","1.478","0.670","0.726","0.604","0.784","0.657","1.446","1.432","0.618","0.660","0.115","1.614","","0.574","0.664","0.604","0.612","0.660","0.426","0.115","0.608","0.672","0.204","0.439","0.581","0.564","0.255","0.238","2.735","0.724"
"Vvexilla_YS115.hap1.v1.h1tg000016l.g248820.t1","1.407","0.635","0.542","1.492","0.629","0.736","0.772","0.619","0.739","1.492","0.683","0.739","0.618","0.797","0.671","1.460","1.446","0.632","0.674","0.243","1.628","0.255","0.587","0.677","0.618","0.626","0.674","0.439","0.243","0.621","0.685","0.264","0.452","0.595","0.577","","0.252","2.749","0.737"
"Phvul.007G087700","1.364","0.592","0.499","1.449","0.586","0.693","0.730","0.577","0.697","1.449","0.640","0.697","0.575","0.754","0.628","1.417","1.403","0.589","0.631","0.226","1.585","0.238","0.545","0.635","0.575","0.583","0.631","0.396","0.226","0.579","0.642","0.247","0.410","0.552","0.535","0.252","","2.706","0.695"
"Phvul.007G087600","1.373","0.601","0.508","1.458","0.595","0.702","0.738","0.586","0.705","1.458","0.649","0.705","0.584","0.763","0.637","1.426","1.412","0.598","0.640","0.234","1.594","0.247","0.553","0.643","0.584","0.592","0.640","0.405","0.234","0.587","0.651","0.256","0.419","0.561","0.543","0.261","","2.715","0.703"
"Phvul.L007300","1.392","0.621","0.528","1.478","0.615","0.722","0.758","0.605","0.725","1.478","0.669","0.725","0.604","0.783","0.657","1.446","1.432","0.617","0.660","0.254","1.614","0.267","0.573","0.663","0.604","0.612","0.660","0.425","0.254","0.607","0.671","0.276","0.438","0.581","0.563","0.280","","2.734","0.723"
"Phvul.007G087800","1.374","0.602","0.509","1.459","0.596","0.703","0.740","0.587","0.707","1.459","0.651","0.707","0.585","0.765","0.638","1.427","1.413","0.599","0.641","0.236","1.595","0.248","0.555","0.645","0.585","0.593","0.641","0.406","0.236","0.589","0.652","0.257","0.420","0.562","0.545","0.262","","2.716","0.705"
"Smacrob_YS261.v1.contig_3727_pilon.g132420.t1","1.274","0.502","0.409","1.359","0.496","0.603","0.639","0.486","0.606","1.359","0.550","0.606","0.485","0.664","0.538","1.327","1.313","0.499","0.541","0.426","1.495","0.439","0.454","0.544","0.485","0.493","0.541","0.306","0.426","0.488","0.552","0.448","","0.462","0.444","0.452","0.410","2.615","0.604"
"Pmon_YS87.hap1.v1.h1tg000004l.g001660.t1","1.199","0.427","0.334","1.284","0.421","0.528","0.564","0.411","0.531","1.284","0.475","0.531","0.410","0.589","0.463","1.252","1.238","0.424","0.466","0.413","1.420","0.426","0.379","0.469","0.410","0.418","0.466","","0.413","0.413","0.477","0.434","0.306","0.387","0.369","0.439","0.396","2.540","0.529"
"Tunci_YS212.v1.contig_113_pilon.g013180.t1","1.226","0.455","0.362","1.312","0.449","0.556","0.592","0.423","0.559","1.312","0.498","0.559","0.438","0.617","0.482","1.280","1.266","0.421","0.494","0.513","1.448","0.520","0.377","0.497","0.438","0.423","0.494","0.369","0.518","0.441","0.505","0.573","0.444","0.415","","0.513","0.523","2.568","0.557"
"Plobssplob_YS90.hap1.v1.h1tg000017l.g266150.t1","1.390","0.619","0.510","1.476","0.613","0.719","0.756","0.000","0.723","1.476","0.639","0.723","0.602","0.781","0.623","1.443","1.430","0.563","0.657","0.676","1.612","0.684","0.478","0.661","0.180","","0.657","0.533","0.682","0.605","0.669","0.737","0.608","0.094","0.471","0.677","0.686","2.732","0.721"
"Cmuc_YS125.v1.contig_100_pilon.g000700.t1","1.390","0.619","0.510","1.476","0.613","0.719","0.756","","0.723","1.476","0.639","0.723","0.602","0.781","0.623","1.443","1.430","0.563","0.657","0.676","1.612","0.684","0.478","0.661","0.180","0.000","0.657","0.533","0.682","0.605","0.669","0.737","0.608","0.094","0.471","0.677","0.686","2.732","0.721"
"Cmuc_YS125.v1.contig_101_pilon.g005640.t1","1.396","0.624","0.515","1.481","0.618","0.725","0.761","","0.728","1.481","0.644","0.728","0.607","0.786","0.628","1.449","1.435","0.568","0.663","0.682","1.617","0.689","0.484","0.666","0.186","0.035","0.663","0.539","0.688","0.610","0.674","0.742","0.613","0.099","0.476","0.682","0.692","2.738","0.726"
"Tlab_YS204.v1.contig_2585_pilon.g0527800.t1","1.401","0.630","0.521","1.486","0.623","0.730","0.767","0.000","0.734","1.486","0.650","0.734","0.613","0.792","0.634","1.454","1.440","0.573","0.668","0.687","1.622","0.695","0.489","0.672","0.191","0.094","0.668","0.544","0.693","0.616","0.680","0.747","0.619","","0.481","0.688","0.697","2.743","0.732"
"Cmuc_YS125.v1.contig_101_pilon.g005630.t1","1.401","0.630","0.521","1.486","0.623","0.730","0.767","","0.734","1.486","0.650","0.734","0.613","0.792","0.634","1.454","1.440","0.573","0.668","0.687","1.622","0.695","0.489","0.672","0.191","0.094","0.668","0.544","0.693","0.616","0.680","0.747","0.619","0.000","0.481","0.688","0.697","2.743","0.732"
"Plobssplob_YS90.hap1.v1.h1tg000017l.g266270.t1","1.397","0.625","0.516","1.482","0.619","0.726","0.762","0.137","0.729","1.482","0.645","0.729","0.608","0.787","0.629","1.450","1.436","0.569","0.664","0.683","1.618","0.690","0.485","0.667","0.187","","0.664","0.539","0.689","0.611","0.675","0.743","0.614","0.148","0.477","0.683","0.693","2.738","0.727"
"Tlab_YS204.v1.contig_2585_pilon.g0527970.t1","1.398","0.626","0.518","1.483","0.620","0.727","0.764","0.000","0.731","1.483","0.647","0.731","0.609","0.789","0.630","1.451","1.437","0.570","0.665","0.684","1.619","0.692","0.486","0.669","0.188","0.148","0.665","0.541","0.690","0.613","0.677","0.744","0.616","","0.478","0.685","0.694","2.740","0.729"
"Cmuc_YS125.v1.contig_1290_pilon.g095090.t1","1.398","0.626","0.518","1.483","0.620","0.727","0.764","","0.731","1.483","0.647","0.731","0.609","0.789","0.630","1.451","1.437","0.570","0.665","0.684","1.619","0.692","0.486","0.669","0.188","0.148","0.665","0.541","0.690","0.613","0.677","0.744","0.616","0.000","0.478","0.685","0.694","2.740","0.729"
"Cmuc_YS125.v1.contig_99_pilon.g554910.t1","1.400","0.629","0.520","1.486","0.623","0.730","0.766","","0.733","1.486","0.649","0.733","0.612","0.791","0.633","1.454","1.440","0.573","0.668","0.687","1.622","0.694","0.489","0.671","0.191","0.150","0.668","0.543","0.692","0.615","0.679","0.747","0.618","0.002","0.481","0.687","0.697","2.742","0.731"
